Ht (norm),Wt (norm),40yd (norm),Vertical (norm),Bench (norm),Broad Jump (norm),3Cone (norm),Shutle (norm)
-1.778772489,0.003147623,0.752252873,-1.004603309,-0.345695796,-1.545964538,1.597966842,0.597313707
-1.100797729,-0.074913419,0.451222249,-0.834656774,0.652742372,-1.046168355,-0.529351535,-0.272356348
-1.778772489,-0.933584881,-1.053930876,0.524915508,0.852430006,-0.546372172,-0.919359904,-2.500885864
-1.778772489,-0.933584881,-0.692694126,0.864808578,-0.545383429,0.286621467,-1.167547048,-0.598482618
-1.100797729,-0.231035503,0.451222249,0.354968973,-0.944758696,-0.046575988,0.498852347,-0.761545754
-0.422822969,1.720490546,0.029779374,-0.494763703,1.251805273,-0.213174716,0.888860716,1.575692519
-1.100797729,0.549574917,-0.813106376,0.015075902,2.849306341,-0.213174716,-0.139343166,0.108124301
0.933126552,0.939880126,-0.271251251,-0.324817168,-0.545383429,-0.379773444,1.243413779,-0.054938834
-0.422822969,0.705697001,0.872665123,-1.174549844,1.65118054,-1.212767083,0.286120509,-0.435419483
-1.100797729,-1.167768007,-0.993724751,1.204701649,-1.344133963,1.452812562,-0.245709085,-1.57686143
-0.422822969,0.003147623,0.089985499,-0.494763703,0.053679471,-0.546372172,0.56976296,0.651668086
0.933126552,1.174063252,0.571634498,1.544594719,-1.14444633,0.286621467,0.286120509,0.542959329
-0.422822969,0.315391791,0.631840623,-1.004603309,0.253367105,-0.7129709,0.108843978,0.216833058
-0.422822969,0.393452833,0.270603874,-1.344496379,-0.545383429,-1.545964538,2.236162355,1.793110033
0.255151791,1.564368462,-0.090632876,-0.664710238,1.251805273,0.286621467,0.427941734,0.923439978
-1.100797729,-0.777462797,0.872665123,0.015075902,-1.344133963,-0.213174716,0.002478059,0.542959329
0.255151791,0.705697001,0.391016124,-1.344496379,0.453054738,-0.046575988,1.987975211,1.90181879
-1.100797729,-0.152974461,0.391016124,0.015075902,-0.345695796,-0.7129709,0.17975459,0.053769923
0.255151791,-0.152974461,-0.391663501,1.034755113,-0.345695796,1.119615106,-0.316619698,-0.54412824
0.255151791,0.237330749,1.053283498,1.034755113,-0.545383429,-0.7129709,2.023430517,2.010527546
-0.422822969,0.081208665,0.511428373,0.185022438,1.251805273,-0.213174716,-0.068432554,-0.489773862
0.933126552,-0.621340713,-1.896816626,2.22438086,0.053679471,0.619818923,-0.777538679,-0.870254511
1.611101312,0.003147623,1.233901873,-0.494763703,-0.745071063,-0.213174716,-0.812993986,-1.631215809
0.255151791,1.174063252,0.089985499,-1.514442914,0.652742372,-1.379365811,0.286120509,1.032148735
0.933126552,0.783758043,1.354314123,-1.68438945,-0.745071063,-1.712563266,0.605218266,0.869085599
0.255151791,-1.558073217,-0.873312501,0.354968973,-0.345695796,0.953016378,-1.593010724,-1.142026403
-1.778772489,-0.074913419,0.270603874,-0.494763703,-0.545383429,-0.879569627,2.732536643,-0.000584456
-1.100797729,0.783758043,0.571634498,1.034755113,-0.146008162,0.120022739,1.349779698,0.923439978
0.255151791,0.783758043,0.330809999,-0.494763703,-0.745071063,0.286621467,-0.174798472,0.542959329
0.255151791,-0.777462797,0.270603874,-0.494763703,-1.14444633,-2.045760722,1.491600923,1.412629384
0.933126552,-0.777462797,-3.100939125,1.884487789,0.453054738,2.619003656,-1.699376643,-0.978963268
2.289076072,2.423039924,0.150191624,0.015075902,-0.944758696,-0.046575988,1.066137248,1.358275005
-1.100797729,1.48630742,2.076787623,-2.02428252,0.453054738,-1.046168355,-0.032977247,2.173590682
0.933126552,-0.621340713,-1.174343126,1.714541254,-0.345695796,1.786010017,-0.245709085,-0.761545754
-0.422822969,1.330185336,1.354314123,0.864808578,-0.146008162,0.286621467,0.427941734,0.325541815
0.933126552,0.315391791,1.595138623,0.185022438,-1.14444633,-1.212767083,-0.174798472,-0.272356348
0.933126552,4.452627016,0.511428373,-0.154870633,1.451492906,-0.879569627,3.299821544,2.608425709
-1.778772489,-0.855523839,0.692046748,-1.344496379,0.652742372,-1.046168355,0.747039491,0.542959329
0.255151791,0.783758043,0.993077373,-1.004603309,1.052117639,-0.879569627,0.286120509,1.032148735
-0.422822969,-0.465218629,-1.053930876,1.034755113,-0.944758696,-1.212767083,-0.954815211,-1.413798295
-0.422822969,-1.089706965,1.474726373,0.015075902,-0.146008162,0.120022739,0.250665203,-0.163647591
0.933126552,-0.543279671,0.391016124,0.015075902,0.253367105,0.619818923,-1.380278886,-0.109293213
1.611101312,-0.543279671,-2.498877876,2.22438086,-0.146008162,1.286213834,-2.5857593,-1.957342079
-0.422822969,-0.465218629,-1.114137001,-1.344496379,2.050555807,-1.212767083,1.597966842,1.19521187
2.289076072,0.003147623,0.210397749,0.354968973,0.852430006,-0.213174716,-0.493896229,-0.54412824
0.933126552,0.549574917,2.016581498,-0.324817168,-2.542259765,-1.212767083,0.85340541,2.282299439
0.255151791,3.515894512,0.150191624,0.694862043,1.451492906,0.453220195,0.995226635,1.466983762
0.933126552,0.627635959,1.294107998,-0.324817168,-0.944758696,0.286621467,-0.281164391,0.053769923
0.933126552,-0.855523839,-0.752900251,0.015075902,-1.14444633,1.119615106,-0.67117276,0.923439978
0.933126552,-0.074913419,0.631840623,-0.154870633,-1.14444633,-1.046168355,-0.245709085,0.16247868
-0.422822969,-0.465218629,-0.211045126,0.354968973,1.052117639,1.786010017,-0.812993986,-0.652836997
-0.422822969,0.081208665,0.872665123,-0.664710238,-1.344133963,-0.379773444,-0.564806842,-0.924608889
-1.100797729,0.393452833,0.812458998,-0.494763703,-0.745071063,-2.045760722,0.427941734,0.760376842
1.611101312,0.081208665,0.752252873,0.015075902,-0.345695796,0.953016378,-0.919359904,-1.142026403
1.611101312,-1.480012175,-0.391663501,-0.324817168,0.253367105,0.78641765,-0.919359904,-1.794278944
0.255151791,1.954673672,0.511428373,0.694862043,0.453054738,-0.7129709,2.023430517,0.542959329
-0.422822969,0.471513875,-1.475373751,-1.174549844,-0.146008162,-0.879569627,-1.380278886,-0.54412824
0.255151791,0.549574917,0.812458998,-0.324817168,-0.345695796,-0.379773444,0.286120509,0.706022464
-2.456747249,-0.465218629,0.029779374,-0.494763703,0.253367105,-1.046168355,0.215209897,-0.054938834
-1.100797729,-1.558073217,2.016581498,2.394327395,0.652742372,1.786010017,-0.458440923,-2.827012134
0.933126552,1.09600221,1.595138623,0.185022438,0.053679471,0.286621467,0.711584185,0.542959329
0.933126552,-1.011645923,0.571634498,0.015075902,-1.14444633,-0.213174716,-0.742083373,-0.870254511
-0.422822969,2.501100966,1.956375373,-0.154870633,1.850868173,-0.546372172,0.995226635,1.575692519
-1.778772489,-1.792256343,0.270603874,1.034755113,0.453054738,1.452812562,-0.706628067,-1.413798295
-1.100797729,-0.543279671,0.631840623,-0.834656774,-0.545383429,0.120022739,-0.67117276,-1.305089538
0.255151791,-1.011645923,-0.512075751,-1.174549844,0.253367105,-0.7129709,-0.67117276,-0.435419483
-0.422822969,3.281711386,1.474726373,-1.344496379,0.253367105,-1.212767083,2.732536643,2.064881925
1.611101312,2.891406176,1.956375373,-0.324817168,-0.944758696,-0.7129709,0.321575816,-0.272356348
0.255151791,-0.309096545,0.150191624,-1.344496379,-0.745071063,-1.545964538,-1.415734192,-1.087672024
-1.100797729,-1.011645923,1.354314123,-0.494763703,1.251805273,-0.546372172,-0.990270517,-0.54412824
-0.422822969,-0.309096545,-0.451869626,0.694862043,-0.944758696,0.120022739,0.073388672,-0.54412824
1.611101312,0.549574917,0.391016124,0.185022438,-1.344133963,-0.879569627,-0.245709085,-1.087672024
-0.422822969,-0.621340713,0.270603874,-0.834656774,-1.943196864,0.286621467,0.711584185,0.16247868
0.933126552,-0.777462797,-0.692694126,-0.664710238,-0.545383429,-0.379773444,-1.203002355,-0.000584456
1.611101312,0.783758043,0.270603874,0.015075902,-1.344133963,-0.379773444,0.534307653,1.358275005
-1.100797729,-0.621340713,0.210397749,-0.494763703,1.052117639,1.286213834,-2.053929706,-0.326710726
0.255151791,1.408246378,0.029779374,-0.324817168,0.253367105,-1.712563266,0.215209897,1.249566248
-0.422822969,-0.152974461,0.872665123,-1.854335985,0.852430006,-0.213174716,-0.742083373,0.108124301
-0.422822969,-1.089706965,-0.993724751,-0.154870633,-0.944758696,0.953016378,-1.238457661,-1.087672024
-1.100797729,-0.933584881,-1.475373751,-1.174549844,0.652742372,1.286213834,-1.06118113,-1.25073516
0.255151791,-0.621340713,-0.572281876,0.864808578,2.050555807,1.619411289,-0.67117276,-1.087672024
0.255151791,0.393452833,0.872665123,-0.664710238,-0.545383429,-2.212359449,0.250665203,0.923439978
1.611101312,0.705697001,1.354314123,0.015075902,0.053679471,-0.046575988,1.81069868,0.760376842
0.933126552,-0.777462797,0.150191624,0.015075902,-0.745071063,-0.379773444,-1.06118113,-0.163647591
2.289076072,0.471513875,-1.655992126,1.204701649,-0.944758696,1.286213834,-1.238457661,-1.957342079
-1.100797729,-1.401951133,-0.211045126,1.884487789,0.253367105,0.953016378,-0.245709085,-0.815900132
-1.100797729,-1.792256343,0.150191624,-0.494763703,-1.543821597,-0.879569627,-0.281164391,-1.25073516
-0.422822969,-1.011645923,-1.114137001,-0.324817168,-0.345695796,0.286621467,-1.132091742,-1.848633322
0.255151791,-0.387157587,1.053283498,-1.68438945,-1.743509231,-0.379773444,0.463397041,0.760376842
-0.422822969,-0.387157587,-0.752900251,-1.344496379,-0.545383429,0.78641765,0.392486428,0.542959329
0.933126552,-0.074913419,-0.993724751,0.354968973,0.453054738,1.286213834,-0.245709085,-0.435419483
-0.422822969,-0.465218629,0.150191624,-1.004603309,0.852430006,-2.378958177,0.605218266,0.597313707
2.289076072,1.252124294,1.173695748,-0.494763703,0.053679471,-1.712563266,0.640673572,0.542959329
2.289076072,1.48630742,1.294107998,0.185022438,-0.345695796,-1.212767083,1.385235004,1.956173168
-1.100797729,-0.152974461,-0.391663501,0.354968973,-0.745071063,0.453220195,0.250665203,-0.272356348
0.255151791,-0.309096545,1.233901873,0.015075902,-0.944758696,-0.046575988,2.342528274,2.22794506
0.255151791,-1.558073217,0.391016124,-0.154870633,-1.943196864,0.619818923,0.392486428,-0.815900132
-1.100797729,-1.011645923,-0.451869626,0.185022438,-0.545383429,0.286621467,1.987975211,-0.761545754
2.289076072,-0.387157587,-0.572281876,0.524915508,1.451492906,1.786010017,-0.600262148,-0.109293213
-1.778772489,0.783758043,1.595138623,-1.344496379,0.253367105,-1.879161994,0.534307653,-0.218001969
-1.100797729,-1.401951133,0.932871248,-0.834656774,-1.543821597,-0.879569627,0.17975459,0.434250572
-0.422822969,-0.465218629,0.029779374,1.034755113,1.251805273,0.953016378,-0.600262148,-0.54412824
0.933126552,-0.387157587,-0.391663501,1.034755113,-1.14444633,-0.213174716,0.534307653,1.140857491
0.933126552,0.003147623,-0.451869626,-0.664710238,-0.545383429,-0.7129709,0.286120509,0.271187436
1.611101312,0.627635959,1.354314123,0.015075902,-1.943196864,-1.046168355,1.739788067,0.923439978
-0.422822969,0.939880126,0.330809999,0.694862043,-0.545383429,-0.7129709,-0.38753031,0.271187436
1.611101312,0.783758043,-1.535579876,0.524915508,-0.345695796,0.453220195,-1.309368274,-1.739924566
-1.778772489,-0.777462797,-1.415167626,1.374648184,2.25024344,1.952608745,-0.281164391,-0.924608889
0.255151791,0.237330749,-0.150839001,0.354968973,0.253367105,1.786010017,-1.309368274,-0.163647591
-1.778772489,-1.089706965,0.210397749,-1.004603309,0.253367105,-1.212767083,0.85340541,1.412629384
-1.100797729,-1.011645923,0.993077373,-0.664710238,-1.943196864,-1.212767083,0.215209897,-0.054938834
-1.100797729,-0.231035503,-0.331457376,0.185022438,3.248681608,1.119615106,1.668877455,-0.218001969
1.611101312,1.174063252,1.414520248,-0.664710238,0.453054738,-0.879569627,0.498852347,-0.218001969
-0.422822969,-0.621340713,-0.873312501,-1.004603309,-0.745071063,-0.379773444,-0.032977247,-0.978963268
-1.100797729,-1.089706965,-1.655992126,-0.834656774,1.65118054,0.286621467,-1.025725823,-1.957342079
1.611101312,0.627635959,-0.451869626,-0.154870633,1.251805273,-0.379773444,-0.245709085,0.434250572
2.289076072,0.237330749,-0.211045126,0.354968973,0.652742372,0.286621467,-0.210253779,0.923439978
-1.100797729,-1.011645923,0.029779374,1.544594719,-0.146008162,-0.213174716,-1.132091742,-2.229113972
0.933126552,0.237330749,-0.572281876,0.864808578,0.453054738,0.120022739,0.56976296,-0.435419483
-1.100797729,-1.011645923,-0.993724751,1.714541254,2.050555807,-0.879569627,-0.38753031,-0.054938834
-0.422822969,-0.777462797,-0.030426751,0.015075902,-0.146008162,0.120022739,0.073388672,-1.033317646
-1.778772489,-1.011645923,0.391016124,0.864808578,1.052117639,1.119615106,-0.812993986,-1.902987701
-0.422822969,-0.074913419,-0.933518626,2.22438086,3.448369242,2.119207473,-1.167547048,-1.794278944
0.933126552,-0.543279671,0.511428373,-1.344496379,-0.146008162,-0.879569627,-0.458440923,0.325541815
-0.422822969,-0.387157587,-0.451869626,0.185022438,0.253367105,-0.379773444,0.215209897,-0.761545754
-1.100797729,-0.933584881,-0.572281876,0.524915508,0.852430006,0.453220195,-0.139343166,0.379896193
0.255151791,-0.387157587,-0.752900251,0.694862043,-1.344133963,0.619818923,-0.38753031,-0.109293213
-0.422822969,-0.465218629,0.932871248,-1.174549844,-0.944758696,-0.213174716,-0.068432554,-0.652836997
-1.100797729,-1.011645923,-1.595786001,1.714541254,-0.545383429,0.453220195,-1.522100111,-1.033317646
0.255151791,-0.543279671,-0.030426751,-1.344496379,-0.545383429,-2.045760722,-0.706628067,-0.000584456
1.611101312,0.627635959,-0.572281876,1.034755113,-1.14444633,0.78641765,-0.635717454,-1.087672024
-0.422822969,4.140382848,1.534932498,-1.174549844,0.253367105,-0.7129709,1.633422148,0.814731221
-1.100797729,-0.777462797,0.391016124,1.204701649,-1.743509231,0.619818923,1.101592554,0.379896193
-1.100797729,0.159269707,-0.090632876,-0.664710238,1.451492906,-0.213174716,-0.812993986,-1.033317646
-0.422822969,0.549574917,0.872665123,-2.36417559,0.652742372,-0.379773444,-0.174798472,1.032148735
-1.100797729,-1.011645923,-1.234549251,1.884487789,0.053679471,1.619411289,-0.422985616,0.053769923
0.933126552,2.26691784,-0.993724751,0.694862043,1.65118054,0.619818923,1.066137248,0.434250572
-1.100797729,0.003147623,0.330809999,0.015075902,0.852430006,-0.379773444,-0.990270517,-0.381065105
-0.422822969,-0.074913419,1.354314123,-1.344496379,-0.545383429,-1.212767083,0.286120509,-0.109293213
-1.100797729,-1.558073217,0.029779374,-2.534122126,-0.545383429,-0.7129709,-1.380278886,-0.652836997
-0.422822969,-0.387157587,-0.331457376,-1.004603309,0.852430006,-0.7129709,-0.210253779,-0.435419483
0.255151791,1.330185336,1.474726373,-0.154870633,-0.545383429,-0.7129709,0.215209897,0.108124301
0.255151791,-0.309096545,-0.572281876,1.374648184,-0.745071063,1.452812562,-0.38753031,-0.870254511
-0.422822969,-0.231035503,0.571634498,-1.004603309,1.251805273,-1.046168355,0.144299284,0.216833058
1.611101312,-0.309096545,-2.197847251,0.694862043,0.652742372,2.452404928,-1.415734192,-1.142026403
-0.422822969,0.627635959,-0.331457376,0.524915508,0.453054738,0.619818923,0.56976296,-0.652836997
-1.100797729,-0.699401755,-0.271251251,-1.514442914,0.053679471,-1.046168355,0.073388672,-0.218001969
0.255151791,-0.543279671,-3.16114525,2.054434325,1.052117639,1.619411289,-0.600262148,0.108124301
0.255151791,-0.465218629,-0.873312501,0.864808578,-0.146008162,1.786010017,0.392486428,-0.218001969
0.933126552,-0.465218629,1.113489623,0.185022438,0.652742372,0.453220195,-0.422985616,0.542959329
0.255151791,-0.933584881,-0.030426751,0.015075902,-0.944758696,-0.046575988,2.09434113,-0.000584456
2.289076072,1.017941168,-0.090632876,-0.324817168,0.652742372,-0.213174716,-0.38753031,-0.109293213
0.255151791,2.110795756,-0.933518626,1.374648184,0.253367105,0.953016378,0.959771329,-0.870254511
0.255151791,0.081208665,-1.354961501,0.524915508,-1.14444633,0.953016378,-0.706628067,-0.54412824
-0.422822969,2.813345134,1.534932498,0.015075902,1.251805273,-0.879569627,1.172503167,0.597313707
0.255151791,0.003147623,-0.271251251,0.354968973,1.251805273,-0.213174716,0.56976296,0.760376842
0.933126552,0.783758043,0.752252873,-0.494763703,0.053679471,-0.879569627,0.782494797,-0.54412824
0.933126552,1.252124294,0.210397749,-2.02428252,-0.745071063,-0.7129709,0.215209897,1.412629384
0.255151791,-0.777462797,-0.512075751,1.034755113,0.652742372,-0.379773444,-0.068432554,0.869085599
-0.422822969,-0.074913419,2.076787623,0.015075902,-0.944758696,-0.879569627,0.073388672,0.325541815
0.255151791,-0.074913419,0.270603874,-0.834656774,-1.14444633,-1.212767083,-0.210253779,-0.272356348
0.255151791,0.159269707,-2.559084001,2.054434325,-0.545383429,1.786010017,-0.529351535,-0.381065105
2.289076072,3.281711386,-0.150839001,-1.68438945,-1.14444633,-0.879569627,1.562511536,0.434250572
-0.422822969,-0.933584881,-0.030426751,0.015075902,-0.745071063,1.286213834,0.215209897,-0.489773862
0.255151791,-0.309096545,0.391016124,0.524915508,-0.944758696,-0.379773444,-0.493896229,0.760376842
-1.100797729,-1.089706965,0.812458998,-0.664710238,-1.14444633,-0.546372172,-1.06118113,0.977794356
0.933126552,-0.152974461,0.752252873,0.185022438,-0.545383429,-0.879569627,-0.883904598,-0.652836997
-1.100797729,0.003147623,0.571634498,0.524915508,2.25024344,0.453220195,0.747039491,0.16247868
0.933126552,1.408246378,2.016581498,-1.174549844,-1.14444633,-1.545964538,4.29257012,2.499716952
-1.778772489,-0.699401755,-1.053930876,0.354968973,0.253367105,0.78641765,-0.706628067,-1.631215809
-0.422822969,-0.543279671,-1.716198251,0.694862043,1.251805273,-0.879569627,-0.281164391,-0.761545754
-0.422822969,1.48630742,-0.150839001,-0.834656774,0.652742372,-1.879161994,1.633422148,1.466983762
-0.422822969,-1.323890091,-0.572281876,1.374648184,-0.345695796,1.952608745,-0.600262148,0.271187436
0.933126552,-0.777462797,-0.933518626,0.864808578,2.25024344,0.286621467,-0.245709085,-0.707191375
0.255151791,0.393452833,2.498230498,-2.02428252,-1.543821597,-0.7129709,2.448894193,0.597313707
0.255151791,0.393452833,0.932871248,-0.154870633,0.053679471,0.953016378,-0.38753031,-1.468152673
0.255151791,-1.245829049,-0.752900251,0.185022438,0.053679471,1.452812562,-1.380278886,-0.326710726
-1.100797729,-1.167768007,-0.813106376,-1.004603309,-0.146008162,0.619818923,0.498852347,-0.381065105
0.933126552,-0.465218629,-1.053930876,1.714541254,0.253367105,0.78641765,-0.600262148,0.379896193
-1.100797729,-0.074913419,-0.692694126,0.354968973,1.850868173,0.286621467,-1.380278886,-1.468152673
-1.100797729,-0.309096545,0.932871248,-1.68438945,0.652742372,-0.546372172,0.427941734,1.303920627
-0.422822969,-0.855523839,-1.354961501,0.864808578,0.253367105,1.452812562,-1.557555418,-0.761545754
-0.422822969,-0.465218629,-1.174343126,-1.174549844,-0.146008162,-0.046575988,-0.67117276,-1.413798295
0.255151791,0.237330749,-0.451869626,-1.344496379,-0.146008162,-0.7129709,0.286120509,2.499716952
2.289076072,1.330185336,0.872665123,-2.534122126,-1.344133963,-1.379365811,0.782494797,0.706022464
-0.422822969,-0.387157587,-0.090632876,-0.154870633,0.652742372,0.619818923,-0.493896229,-0.598482618
0.933126552,0.549574917,0.571634498,-0.494763703,0.453054738,-0.379773444,1.278869085,1.575692519
